nama_das,nama_ws_induk,luas_das_km2
TEROPOT KEPULAUAN,WS KEPULAUAN BANGGAI,0.01
PULAU MONSOLONIAN PAUNO,WS KEPULAUAN BANGGAI,0.01
PULAU KINAYUT 1,WS KEPULAUAN BANGGAI,0.01
PULAU TOGONG ONITU,WS KEPULAUAN BANGGAI,0.01
MINANGA BOKAN 3,WS KEPULAUAN BANGGAI,0.01
TOROPOT KEPULAUAN 18,WS KEPULAUAN BANGGAI,0.01
PULAU POPOWABANGUS 2,WS KEPULAUAN BANGGAI,0.01
PULAU LOKOTOY KECIL DALAM,WS KEPULAUAN BANGGAI,0.01
PULAU BABANG 4,WS KEPULAUAN BANGGAI,0.01
PULAU AMPAS TIMUR 2,WS KEPULAUAN BANGGAI,0.01
PULAU BANGKO KECIL 9,WS KEPULAUAN BANGGAI,0.01
PULAU PANDOAK,WS KEPULAUAN BANGGAI,0.01
PULAU BONITON BARAT,WS KEPULAUAN BANGGAI,0.01
LAMBAKO 3,WS KEPULAUAN BANGGAI,0.01
PULAU SOSOAT 5,WS KEPULAUAN BANGGAI,0.01
PULAU PASIR TENGAH 3,WS KEPULAUAN BANGGAI,0.01
PULAU BOYOMMEMELA,WS KEPULAUAN BANGGAI,0.01
PULAU TAMBUN BARAT DAYA,WS KEPULAUAN BANGGAI,0.01
PULAU TIMPAUS 2,WS KEPULAUAN BANGGAI,0.01
PULAU TUMBAK 3.19,WS KEPULAUAN BANGGAI,0.01
PULAU LABUNON,WS KEPULAUAN BANGGAI,0.01
TOROPOT KEPULAUAN 19,WS KEPULAUAN BANGGAI,0.01
PULAU POPOWABATU,WS KEPULAUAN BANGGAI,0.01
PULAU TONGGOBUBU PAUNO,WS KEPULAUAN BANGGAI,0.01
PULAU TOMBOTI,WS KEPULAUAN BANGGAI,0.01
PULAU KEPITA 13,WS KEPULAUAN BANGGAI,0.01
PULAU BATU KALAMATA,WS KEPULAUAN BANGGAI,0.01
BONE-BONE 5,WS KEPULAUAN BANGGAI,0.01
TOROPOT KEPULAUAN 20,WS KEPULAUAN BANGGAI,0.01
TAKULUAN 2,WS KEPULAUAN BANGGAI,0.01
PULAU BATU ANYUR,WS KEPULAUAN BANGGAI,0.01
PULAU KEMBONGAN 6,WS KEPULAUAN BANGGAI,0.01
PULAU TUMBAK 3.20,WS KEPULAUAN BANGGAI,0.01
PULAU SOSOAT 6,WS KEPULAUAN BANGGAI,0.01
PULAU MOLILIS 27,WS KEPULAUAN BANGGAI,0.01
PULAU LABUNON 1,WS KEPULAUAN BANGGAI,0.01
PULAU TINAKIN LAUT LUAR,WS KEPULAUAN BANGGAI,0.01
TANJUNG LIMA 4,WS KEPULAUAN BANGGAI,0.01
PULAU KRAMAT 3,WS KEPULAUAN BANGGAI,0.01
PULAU TINAKIN,WS KEPULAUAN BANGGAI,0.01
PULAU TUMBAK 3.21,WS KEPULAUAN BANGGAI,0.01
PULAU BANGKO KECIL 10,WS KEPULAUAN BANGGAI,0.01
PULAU MATO UTARA,WS KEPULAUAN BANGGAI,0.01
PULAU TUMBAK 1.3,WS KEPULAUAN BANGGAI,0.01
TOROPOT KEPULAUAN 21,WS KEPULAUAN BANGGAI,0.01
PULAU MAMUDA  KECIL,WS KEPULAUAN BANGGAI,0.01
PULAU MATO UTARA TENGAH KECIL,WS KEPULAUAN BANGGAI,0.01
BOKAN KEPULAUAN 20,WS KEPULAUAN BANGGAI,0.01
PULAU TUMBAK 3.22,WS KEPULAUAN BANGGAI,0.01
PULAU TUMBAK 3.23,WS KEPULAUAN BANGGAI,0.0
PULAU BABANG 2,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 28,WS KEPULAUAN BANGGAI,0.0
PULAU BANGKO KECIL 11,WS KEPULAUAN BANGGAI,0.0
PULAU MATO UTARA LUAR,WS KEPULAUAN BANGGAI,0.0
MANDALAY 1,WS KEPULAUAN BANGGAI,0.0
SONGOLOYO 2,WS KEPULAUAN BANGGAI,0.0
PULAU BONTOSI 4,WS KEPULAUAN BANGGAI,0.0
PULAU AMPAS TIMUR 4,WS KEPULAUAN BANGGAI,0.0
PULAU KEMBONGAN 7,WS KEPULAUAN BANGGAI,0.0
OM LALONG UTARA,WS KEPULAUAN BANGGAI,0.0
PULAU SOSOAT 7,WS KEPULAUAN BANGGAI,0.0
PULAU ULUNO 4,WS KEPULAUAN BANGGAI,0.0
PULAU TUMBAK 3.24,WS KEPULAUAN BANGGAI,0.0
PULAU SAULONG,WS KEPULAUAN BANGGAI,0.0
PULAU LOLITE PAUNO,WS KEPULAUAN BANGGAI,0.0
PULAU SONIT 4,WS KEPULAUAN BANGGAI,0.0
TOROPOT KEPULAUAN 22,WS KEPULAUAN BANGGAI,0.0
PULAU TOGONGDOIKENDEK UTARA 2,WS KEPULAUAN BANGGAI,0.0
OM LALONG,WS KEPULAUAN BANGGAI,0.0
PULAU LANGGADOA,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 29,WS KEPULAUAN BANGGAI,0.0
PULAU TALAM PAUNO,WS KEPULAUAN BANGGAI,0.0
PULAU TANALAN 4,WS KEPULAUAN BANGGAI,0.0
PULAU BABANDUAAN 1,WS KEPULAUAN BANGGAI,0.0
KAYU BONGO PULAU 1,WS KEPULAUAN BANGGAI,0.0
PULAU ULUNO 5,WS KEPULAUAN BANGGAI,0.0
PULAU TOGONGPUTIL,WS KEPULAUAN BANGGAI,0.0
PULAU PASIR TAKAL 4,WS KEPULAUAN BANGGAI,0.0
PULAU BOLONAN TOTONGGO,WS KEPULAUAN BANGGAI,0.0
PULAU KALEKELA 4,WS KEPULAUAN BANGGAI,0.0
PULAU TOGONGDOIKENDEK UTARA 3,WS KEPULAUAN BANGGAI,0.0
PULAU TOADAH KONDONG 3,WS KEPULAUAN BANGGAI,0.0
TOROPOT KEPULAUAN 23,WS KEPULAUAN BANGGAI,0.0
BOKAN KEPULAUAN 21,WS KEPULAUAN BANGGAI,0.0
PULAU BANGKO KECIL 12,WS KEPULAUAN BANGGAI,0.0
PULAU TINAKIN LAUT TENGAH 1,WS KEPULAUAN BANGGAI,0.0
PULAU BAKAKANG KECIL SELATAN 1,WS KEPULAUAN BANGGAI,0.0
PULAU BULITO 16,WS KEPULAUAN BANGGAI,0.0
TANJUNG LIMA PULAU,WS KEPULAUAN BANGGAI,0.0
BOKAN KEPULAUAN 22,WS KEPULAUAN BANGGAI,0.0
PULAU LOKOI 7,WS KEPULAUAN BANGGAI,0.0
TANJUNG LIMA 5,WS KEPULAUAN BANGGAI,0.0
PULAU PURUSO,WS KEPULAUAN BANGGAI,0.0
PULAU SOSOAT 8,WS KEPULAUAN BANGGAI,0.0
PULAU BANGKO KECIL 13,WS KEPULAUAN BANGGAI,0.0
PULAU TOTOGONG 1,WS KEPULAUAN BANGGAI,0.0
PULAU TUMBAK 3.25,WS KEPULAUAN BANGGAI,0.0
PULAU APAL 3,WS KEPULAUAN BANGGAI,0.0
PULAU ESSENGGON,WS KEPULAUAN BANGGAI,0.0
PULAU TOPONGUN,WS KEPULAUAN BANGGAI,0.0
PULAU SABUNDU,WS KEPULAUAN BANGGAI,0.0
PULAU AMPAS TIMUR 5,WS KEPULAUAN BANGGAI,0.0
PULAU LOKOI 8,WS KEPULAUAN BANGGAI,0.0
PULAU TOGONGDOIKENDEK UTARA 4,WS KEPULAUAN BANGGAI,0.0
PULAU SONIT 6,WS KEPULAUAN BANGGAI,0.0
TANJUNG TINANGKUNG 2,WS KEPULAUAN BANGGAI,0.0
TOROPOT KEPULAUAN 24,WS KEPULAUAN BANGGAI,0.0
PULAU TANALAN 5,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 30,WS KEPULAUAN BANGGAI,0.0
PULAU TOGONGDOIKENDEK SELATAN,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 31,WS KEPULAUAN BANGGAI,0.0
PULAU LOKOI 9,WS KEPULAUAN BANGGAI,0.0
PULAU TUMBAK 3.26,WS KEPULAUAN BANGGAI,0.0
PULAU TUMBAK 3.1,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 32,WS KEPULAUAN BANGGAI,0.0
PULAU KEMBONGAN 8,WS KEPULAUAN BANGGAI,0.0
PULAU TIGA 1,WS KEPULAUAN BANGGAI,0.0
TANJUNG LIMA 6,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 33,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 34,WS KEPULAUAN BANGGAI,0.0
PULAU TUMBAK 3.27,WS KEPULAUAN BANGGAI,0.0
PULAU LABUNON 2,WS KEPULAUAN BANGGAI,0.0
PULAU APAL,WS KEPULAUAN BANGGAI,0.0
PULAU KEPITA 9,WS KEPULAUAN BANGGAI,0.0
PULAU LOKOI 10,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 35,WS KEPULAUAN BANGGAI,0.0
PULAU BOLONAN TOTONGGO 1,WS KEPULAUAN BANGGAI,0.0
BOKAN KEPULAUAN 23,WS KEPULAUAN BANGGAI,0.0
PULAU TUMBAK 1.4,WS KEPULAUAN BANGGAI,0.0
PULAU TINAKIN LAUT 2,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 36,WS KEPULAUAN BANGGAI,0.0
PULAU TUMBAK 3.28,WS KEPULAUAN BANGGAI,0.0
PULAU ULUNO 6,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 37,WS KEPULAUAN BANGGAI,0.0
PULAU KEMBONGAN 9,WS KEPULAUAN BANGGAI,0.0
TINANGKUNG 5,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 38,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 39,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 40,WS KEPULAUAN BANGGAI,0.0
PULAU TUMBAK 3.29,WS KEPULAUAN BANGGAI,0.0
PULAU APAL 4,WS KEPULAUAN BANGGAI,0.0
PULAU LOKOI 33,WS KEPULAUAN BANGGAI,0.0
KEPULAUAN SIATU 20,WS KEPULAUAN BANGGAI,0.0
TAKULUAN 3,WS KEPULAUAN BANGGAI,0.0
PULAU LAPIDATAPALAN,WS KEPULAUAN BANGGAI,0.0
PULAU LOKOI 11,WS KEPULAUAN BANGGAI,0.0
PULAU DOIBUNDU,WS KEPULAUAN BANGGAI,0.0
PULAU ULUNO 7,WS KEPULAUAN BANGGAI,0.0
PULAU TUMBAK 1.5,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 41,WS KEPULAUAN BANGGAI,0.0
PULAU TOLISETUBONO,WS KEPULAUAN BANGGAI,0.0
PULAU TUMBAK 3.30,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 42,WS KEPULAUAN BANGGAI,0.0
PULAU SOSOAT 2,WS KEPULAUAN BANGGAI,0.0
TANJUNG LIMA 7,WS KEPULAUAN BANGGAI,0.0
TOROPOT KEPULAUAN 25,WS KEPULAUAN BANGGAI,0.0
TOROPOT KEPULAUAN 26,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 43,WS KEPULAUAN BANGGAI,0.0
PULAU BALAYON LIANG,WS KEPULAUAN BANGGAI,0.0
PULAU TUMBAK 3.31,WS KEPULAUAN BANGGAI,0.0
PULAU TOADAH KONDONG 2,WS KEPULAUAN BANGGAI,0.0
PULAU KOYOBUNGA,WS KEPULAUAN BANGGAI,0.0
PANDALUK 6,WS KEPULAUAN BANGGAI,0.0
PULAU TN SATU,WS KEPULAUAN BANGGAI,0.0
PULAU TOGONG POISIKMATANGA,WS KEPULAUAN BANGGAI,0.0
PULAU TONGONG KELAPALIMA,WS KEPULAUAN BANGGAI,0.0
PULAU TONGONG SASALUA,WS KEPULAUAN BANGGAI,0.0
PULAU BATU KAPAL,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 44,WS KEPULAUAN BANGGAI,0.0
PULAU PASIR TENGAH 4,WS KEPULAUAN BANGGAI,0.0
PULAU CICERE 1,WS KEPULAUAN BANGGAI,0.0
PULAU ULUNO 8,WS KEPULAUAN BANGGAI,0.0
TANJUNG LIMA 8,WS KEPULAUAN BANGGAI,0.0
PULAU TUMBAK 3.32,WS KEPULAUAN BANGGAI,0.0
PULAU HARAPAN 4,WS KEPULAUAN BANGGAI,0.0
NGGASUANG 2,WS KEPULAUAN BANGGAI,0.0
PULAU KUWEAN,WS KEPULAUAN BANGGAI,0.0
PULAU LALONGO,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 45,WS KEPULAUAN BANGGAI,0.0
BUKO 3,WS KEPULAUAN BANGGAI,0.0
TOROPOT KEPULAUAN 27,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 46,WS KEPULAUAN BANGGAI,0.0
TOROPOT KEPULAUAN 28,WS KEPULAUAN BANGGAI,0.0
PULAU TUMBAK 3.33,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 47,WS KEPULAUAN BANGGAI,0.0
SANGOLOYO 4,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 48,WS KEPULAUAN BANGGAI,0.0
PULAU LOKOI 12,WS KEPULAUAN BANGGAI,0.0
BOKAN KEPULAUAN 24,WS KEPULAUAN BANGGAI,0.0
PULAU TUMBAK 3.34,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 49,WS KEPULAUAN BANGGAI,0.0
PULAU LOKOI 13,WS KEPULAUAN BANGGAI,0.0
PULAU LOKOI 14,WS KEPULAUAN BANGGAI,0.0
PULAU TUMBAK 3.35,WS KEPULAUAN BANGGAI,0.0
PULAU BULITO 2,WS KEPULAUAN BANGGAI,0.0
PULAU TUMBAK 3.36,WS KEPULAUAN BANGGAI,0.0
PULAU TOGONGBATU,WS KEPULAUAN BANGGAI,0.0
PULAU PASIR TENGAH 5,WS KEPULAUAN BANGGAI,0.0
BOKAN KEPULAUAN 25,WS KEPULAUAN BANGGAI,0.0
PULAU TUMBAK 3.37,WS KEPULAUAN BANGGAI,0.0
PULAU SINGGALATOGONG,WS KEPULAUAN BANGGAI,0.0
PULAU BATU TANJUNGPAMALI,WS KEPULAUAN BANGGAI,0.0
PULAU BATU KAPAL TOTIKUM,WS KEPULAUAN BANGGAI,0.0
PULAU PATII,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 50,WS KEPULAUAN BANGGAI,0.0
PULAU LOKOTOY KECIL TENGAH,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 51,WS KEPULAUAN BANGGAI,0.0
PULAU LALA 1,WS KEPULAUAN BANGGAI,0.0
PULAU TUMBAK 3.38,WS KEPULAUAN BANGGAI,0.0
PULAU LOKOI 15,WS KEPULAUAN BANGGAI,0.0
PULAU ULUNO 9,WS KEPULAUAN BANGGAI,0.0
LALONG LABOBO 3,WS KEPULAUAN BANGGAI,0.0
PULAU POPOWALIPU,WS KEPULAUAN BANGGAI,0.0
PULAU BOYOMMAUTE,WS KEPULAUAN BANGGAI,0.0
PULAU TUMBAK 3.39,WS KEPULAUAN BANGGAI,0.0
PULAU GONG-GONG,WS KEPULAUAN BANGGAI,0.0
PULAU KEPITA 12,WS KEPULAUAN BANGGAI,0.0
PULAU BANGKO KECIL 14,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 52,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 53,WS KEPULAUAN BANGGAI,0.0
PULAU BOLONAN TOTONGGO 2,WS KEPULAUAN BANGGAI,0.0
TOROPOT KEPULAUAN 29,WS KEPULAUAN BANGGAI,0.0
PULAU KEMBONGAN 10,WS KEPULAUAN BANGGAI,0.0
PULAU TUMBAK 1.6,WS KEPULAUAN BANGGAI,0.0
PULAU SONIT 5,WS KEPULAUAN BANGGAI,0.0
TANJUNG LIMA 9,WS KEPULAUAN BANGGAI,0.0
PULAU AMPAS TIMUR LAUT,WS KEPULAUAN BANGGAI,0.0
PULAU SOSOAT 9,WS KEPULAUAN BANGGAI,0.0
PULAU TAMBUN TENGGARA,WS KEPULAUAN BANGGAI,0.0
PULAU TIMPAUS 3,WS KEPULAUAN BANGGAI,0.0
PULAU MUKALAYO,WS KEPULAUAN BANGGAI,0.0
SALAKAN 3,WS KEPULAUAN BANGGAI,0.0
PULAU TUMBAK 3.2,WS KEPULAUAN BANGGAI,0.0
PULAU TANALAN 6,WS KEPULAUAN BANGGAI,0.0
PULAU POPOWABANGUS,WS KEPULAUAN BANGGAI,0.0
PULAU TOGONG SALI,WS KEPULAUAN BANGGAI,0.0
PULAU AMPAS TIMUR 6,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 54,WS KEPULAUAN BANGGAI,0.0
PULAU TUDAK 2,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 55,WS KEPULAUAN BANGGAI,0.0
TANJUNG LIMA 10,WS KEPULAUAN BANGGAI,0.0
PULAU BANGKO KECIL 15,WS KEPULAUAN BANGGAI,0.0
PULAU TUMBAK 3.40,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 56,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 57,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 58,WS KEPULAUAN BANGGAI,0.0
PULAU LOKOI 16,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 59,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 60,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 61,WS KEPULAUAN BANGGAI,0.0
BOKAN KEPULAUAN 26,WS KEPULAUAN BANGGAI,0.0
TOROPOT KEPULAUAN 30,WS KEPULAUAN BANGGAI,0.0
PULAU LOKOI 17,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS KECIL,WS KEPULAUAN BANGGAI,0.0
TOROPOT KEPULAUAN 31,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 62,WS KEPULAUAN BANGGAI,0.0
PULAU NOMULA,WS KEPULAUAN BANGGAI,0.0
PULAU TOGONGDOIKENDEK UTARA 5,WS KEPULAUAN BANGGAI,0.0
PULAU TOGONG SALINGLABIAN,WS KEPULAUAN BANGGAI,0.0
PULAU TUULA,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 63,WS KEPULAUAN BANGGAI,0.0
TOROPOT KEPULAUAN 32,WS KEPULAUAN BANGGAI,0.0
PULAU BANGKO KECIL 16,WS KEPULAUAN BANGGAI,0.0
PULAU BANGKO KECIL 17,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 64,WS KEPULAUAN BANGGAI,0.0
PULAU LOKOI 18,WS KEPULAUAN BANGGAI,0.0
PULAU BANGKO KECIL 18,WS KEPULAUAN BANGGAI,0.0
PULAU TUMBAK 3.41,WS KEPULAUAN BANGGAI,0.0
PULAU TUMBAK 3.42,WS KEPULAUAN BANGGAI,0.0
PULAU TUMBAK 3.43,WS KEPULAUAN BANGGAI,0.0
PULAU TUMBAK 3.44,WS KEPULAUAN BANGGAI,0.0
PULAU LALA,WS KEPULAUAN BANGGAI,0.0
TANJUNG LIMA 11,WS KEPULAUAN BANGGAI,0.0
PULAU TOGONGSAGU 2,WS KEPULAUAN BANGGAI,0.0
PULAU ULUNO 10,WS KEPULAUAN BANGGAI,0.0
PULAU LOKOI 19,WS KEPULAUAN BANGGAI,0.0
PULAU TUMBAK 3.45,WS KEPULAUAN BANGGAI,0.0
PULAU TUMBAK 3.46,WS KEPULAUAN BANGGAI,0.0
PULAU KAYANGAN 5,WS KEPULAUAN BANGGAI,0.0
PULAU LOKOI 20,WS KEPULAUAN BANGGAI,0.0
PULAU TUDAK 3,WS KEPULAUAN BANGGAI,0.0
TOROPOT KEPULAUAN 33,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 65,WS KEPULAUAN BANGGAI,0.0
PULAU BATU BINDANA,WS KEPULAUAN BANGGAI,0.0
TANJUNG LIMA 12,WS KEPULAUAN BANGGAI,0.0
PULAU BALEBE,WS KEPULAUAN BANGGAI,0.0
PULAU TUMBAK 3.47,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 66,WS KEPULAUAN BANGGAI,0.0
BOKAN KEPULAUAN 27,WS KEPULAUAN BANGGAI,0.0
TOROPOT KEPULAUAN 34,WS KEPULAUAN BANGGAI,0.0
PULAU LOKOI 21,WS KEPULAUAN BANGGAI,0.0
PULAU BANGKO KECIL 19,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 67,WS KEPULAUAN BANGGAI,0.0
PULAU BAKUNG,WS KEPULAUAN BANGGAI,0.0
PULAU BANGKO KECIL 20,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 68,WS KEPULAUAN BANGGAI,0.0
PULAU LOKOI 22,WS KEPULAUAN BANGGAI,0.0
PULAU TUMBAK 3.48,WS KEPULAUAN BANGGAI,0.0
KEPULAUAN BAKUNO 14,WS KEPULAUAN BANGGAI,0.0
PULAU BANGKO KECIL 21,WS KEPULAUAN BANGGAI,0.0
PULAU TUMBAK 3.49,WS KEPULAUAN BANGGAI,0.0
PULAU TOGONGSAGU 3,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 69,WS KEPULAUAN BANGGAI,0.0
PULAU SANGKO KECIL,WS KEPULAUAN BANGGAI,0.0
PULAU LABIAN,WS KEPULAUAN BANGGAI,0.0
PULAU APAL 2,WS KEPULAUAN BANGGAI,0.0
PULAU TUMBAK 3.50,WS KEPULAUAN BANGGAI,0.0
BOKAN KEPULAUAN 28,WS KEPULAUAN BANGGAI,0.0
PULAU ULUNO 11,WS KEPULAUAN BANGGAI,0.0
PULAU BAKUM 3,WS KEPULAUAN BANGGAI,0.0
PULAU TAMBUN BARAT,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 70,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 71,WS KEPULAUAN BANGGAI,0.0
PULAU LOKOI 23,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 72,WS KEPULAUAN BANGGAI,0.0
TOROPOT KEPULAUAN 35,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 73,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 74,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 75,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 76,WS KEPULAUAN BANGGAI,0.0
PULAU PUROSO,WS KEPULAUAN BANGGAI,0.0
PULAU BABANDUAAN 2,WS KEPULAUAN BANGGAI,0.0
PULAU TINAKIN LAUT 1,WS KEPULAUAN BANGGAI,0.0
TOROPOT KEPULAUAN 36,WS KEPULAUAN BANGGAI,0.0
PULAU TOGONGSAGU 4,WS KEPULAUAN BANGGAI,0.0
PULAU TUMBAK 3.51,WS KEPULAUAN BANGGAI,0.0
PULAU TUMBAK 3.52,WS KEPULAUAN BANGGAI,0.0
PULAU TUMBAK 3.53,WS KEPULAUAN BANGGAI,0.0
PULAU TUMBAK 3.54,WS KEPULAUAN BANGGAI,0.0
TOROPOT KEPULAUAN 37,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 77,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 78,WS KEPULAUAN BANGGAI,0.0
TOROPOT KEPULAUAN 38,WS KEPULAUAN BANGGAI,0.0
PULAU LUWOK,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 79,WS KEPULAUAN BANGGAI,0.0
PULAU BANGKO KECIL 22,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 80,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 81,WS KEPULAUAN BANGGAI,0.0
PULAU LOKOI 24,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 82,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 83,WS KEPULAUAN BANGGAI,0.0
PULAU BANGKO KECIL 23,WS KEPULAUAN BANGGAI,0.0
TOROPOT KEPULAUAN 39,WS KEPULAUAN BANGGAI,0.0
PULAU BONTOSI 5,WS KEPULAUAN BANGGAI,0.0
PULAU TUMBAK 1.7,WS KEPULAUAN BANGGAI,0.0
PULAU TUMBAK 3.55,WS KEPULAUAN BANGGAI,0.0
PULAU LOKOI 25,WS KEPULAUAN BANGGAI,0.0
PULAU TUMBAK 3.56,WS KEPULAUAN BANGGAI,0.0
TOROPOT KEPULAUAN 40,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 84,WS KEPULAUAN BANGGAI,0.0
KEPULAUAN BAKUNO 11,WS KEPULAUAN BANGGAI,0.0
PULAU KINAYUT 2,WS KEPULAUAN BANGGAI,0.0
PULAU DUNGKEAN,WS KEPULAUAN BANGGAI,0.0
PULAU ULUNO 12,WS KEPULAUAN BANGGAI,0.0
PULAU TUMBAK 3.57,WS KEPULAUAN BANGGAI,0.0
PULAU TOGONGSAGU 5,WS KEPULAUAN BANGGAI,0.0
PULAU TUMBAK 3.58,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 85,WS KEPULAUAN BANGGAI,0.0
PULAU TAMBUN,WS KEPULAUAN BANGGAI,0.0
TANJUNG LIMA 13,WS KEPULAUAN BANGGAI,0.0
BONE,WS KEPULAUAN BANGGAI,0.0
PULAU LANTO,WS KEPULAUAN BANGGAI,0.0
PULAU BULITO 6,WS KEPULAUAN BANGGAI,0.0
PULAU BANGKO KECIL 24,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 86,WS KEPULAUAN BANGGAI,0.0
PULAU TANALAN 7,WS KEPULAUAN BANGGAI,0.0
PULAU POPOSAN PAUNO,WS KEPULAUAN BANGGAI,0.0
PULAU TOGONGSAGU 6,WS KEPULAUAN BANGGAI,0.0
PULAU TOGNGPUTIL 3,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 87,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 88,WS KEPULAUAN BANGGAI,0.0
PULAU TINAKIN LAUT TENGAH 2,WS KEPULAUAN BANGGAI,0.0
PULAU LOKOI 26,WS KEPULAUAN BANGGAI,0.0
TANJUNG LIMA 14,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 89,WS KEPULAUAN BANGGAI,0.0
TANJUNG LIMA 15,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 90,WS KEPULAUAN BANGGAI,0.0
PULAU TUMBAK 3.59,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 91,WS KEPULAUAN BANGGAI,0.0
PULAU TUMBAK 3.60,WS KEPULAUAN BANGGAI,0.0
TOROPOT KEPULAUAN 41,WS KEPULAUAN BANGGAI,0.0
PULAU BANGKO KECIL 25,WS KEPULAUAN BANGGAI,0.0
TOROPOT KEPULAUAN 42,WS KEPULAUAN BANGGAI,0.0
TOROPOT KEPULAUAN 43,WS KEPULAUAN BANGGAI,0.0
PULAU HATANGAN,WS KEPULAUAN BANGGAI,0.0
PULAU TUMBAK 3.61,WS KEPULAUAN BANGGAI,0.0
PULAU TUMBAK 3.62,WS KEPULAUAN BANGGAI,0.0
PULAU TOADAH KODONG 4,WS KEPULAUAN BANGGAI,0.0
PULAU TUMBAK 3.3,WS KEPULAUAN BANGGAI,0.0
PULAU BONTOSI 6,WS KEPULAUAN BANGGAI,0.0
PULAU LOKOI 27,WS KEPULAUAN BANGGAI,0.0
BOKAN KEPULAUAN 29,WS KEPULAUAN BANGGAI,0.0
PULAU TUMBAK 3.63,WS KEPULAUAN BANGGAI,0.0
PULAU TOGONGPUTIL 1,WS KEPULAUAN BANGGAI,0.0
PULAU BANGKO KECIL 26,WS KEPULAUAN BANGGAI,0.0
MATANGA PULAU 3,WS KEPULAUAN BANGGAI,0.0
PULAU TUMBAK 1.8,WS KEPULAUAN BANGGAI,0.0
PULAU MOLILIS 92,WS KEPULAUAN BANGGAI,0.0
